La	*il	+Art+Def+Fem+Sg
chasa	chasa	+Noun+Fem+Sg
editura	editur	+Adj+Fem+Sg+UNKNOWN
Ovra	*ovra	+Noun+Fem+Sg
Svizra	Svizra	+Prop
da	da	+Prep
Lectura	*lectura	+Noun+Fem+Sg
per	per	+Prep
la	il	+Art+Def+Fem+Sg
Giuventetgna	*giuventetgna	+Noun+Fem+Sg
(	(	+Punc+Beg
OSL	OSL	+Prop
)	)	+Punc+End
ha	avair	+Verb+PresInd+3P+Sg
edì	edì	+Adj+Masc+Sg
en	en	+Prep
collavuraziun	collavuraziun	+Noun+Fem+Sg
cun	cun	+Prep
la	il	+Art+Def+Fem+Sg
Lia	*lia	+Noun+Fem+Sg
rumantscha	rumantschar	+Verb+PresInd+3P+Sg
il	il	+Art+Def+Masc+Sg
carnet	carnet	+Noun+Masc+Sg
«	«	+Punc+Beg
Mini-ABC	Mini-ABC	+Prop
per	per	+Prep
mesterdetectivs	mesterdetectiv	+Noun+Masc+Pl+UNKNOWN
»	»	+Punc+End
en	en	+Prep
surmiran	surmirar	+Verb+PresInd+3P+Pl+UNKNOWN
.	.	+Sent

Jann	Jann	+Noun+Masc+Sg
che	che	+Subj
va	ir	+Verb+PresInd+3P+Sg
en	en	+Prep
la	il	+Art+Def+Fem+Sg
terza	terza	+Noun+Fem+Sg
classa	classa	+Noun+Fem+Sg
ha	avair	+Verb+PresInd+3P+Sg
fundà	fundar	+Verb+PastPart+Masc+Sg
in	in	+Art+Indef+Masc+Sg
biro	biro	+Noun+Masc+Sg
da	da	+Prep
detectivs	detectiv	+Noun+Masc+Pl+UNKNOWN
ensemen	ensemen	+Adv
cun	cun	+Prep
ina	in	+Art+Indef+Fem+Sg
camarata	camarat	+Adj+Fem+Sg+UNKNOWN
e	e	+Conj
dus	dus	+Num+Card+Masc
camarats	camarat	+Noun+Masc+Pl
da	da	+Prep
scola	scola	+Noun+Fem+Sg
.	.	+Sent

«	«	+Punc+Beg
Il	*il	+Art+Def+Masc+Sg
team	team	+Noun+Masc+Sg+UNKNOWN
da	da	+Prep
detectivs	detectiv	+Noun+Masc+Pl+UNKNOWN
JSMM	JSMM	+Prop
schlia	schliar	+Verb+Impv+2P+Sg
cun	cun	+Prep
garanzia	garanzia	+Noun+Fem+Sg
er	esser	+Verb+ImpInd+3P+Sg
Voss	*voss	+Pron+Poss+Masc+Sg
cas	cas	+Noun+Masc+Pl
entaifer	entaifer	+Adv
24	24	+Dig+Card
uras	uras	+Noun+Fem+Pl
,	,	+CM
telefon	telefonar	+Verb+PresInd+1P+Sg
353	353	+Dig+Card
63	63	+Dig+Card
88»	88»	+Dig+Card
,	,	+CM
steva	star	+Verb+ImpInd+3P+Sg
lezza	lezza	+Noun+Fem+Sg
giada	giada	+Noun+Fem+Sg
en	en	+Prep
la	il	+Art+Def+Fem+Sg
vaidrina	vaidrina	+Noun+Fem+Sg
da	da	+Prep
quartier	quartier	+Noun+Masc+Sg
da	da	+Prep
la	il	+Art+Def+Fem+Sg
pasternaria	pasternaria	+Noun+Fem+Sg
pastizaria	pastizaria	+Noun+Fem+Sg
Schälli	Schälli	+Adv
a	a	+Prep
la	il	+Art+Def+Fem+Sg
Via	*vulair	+Verb+PresInd+1P+Sg^|+Pron+Pers+Nom+1P+MF+Sg
Loë	Loë	+Prop
a	a	+Prep
Cuira	Cuira	+Prop
.	.	+Sent

Il	*il	+Art+Def+Masc+Sg
bab	bab	+Noun+Masc+Sg
,	,	+CM
Reto	Reto	+Prop
Schaub	Schaub	+Prop
