En	*en	+Prep
il	il	+Art+Def+Masc+Sg
center	center	+Noun+Masc+Sg
da	da	+Prep
la	il	+Art+Def+Fem+Sg
radunanza	radunanza	+Noun+Fem+Sg
da	da	+Prep
delegadas	delegà	+Noun+Fem+Pl
e	e	+Conj
delegads	delegà	+Noun+Masc+Pl
da	da	+Prep
la	il	+Art+Def+Fem+Sg
Lia	*lia	+Noun+Fem+Sg
rumantscha	rumantsch	+Adj+Fem+Sg
(	(	+Punc+Beg
LR	LR	+Prop+Abbr
)	)	+Punc+End
che	che	+Subj
ha	avair	+Verb+PresInd+3P+Sg
lieu	lieu	+Noun+Masc+Sg
mez	mez	+Adj+Masc+Sg
december	december	+Noun+Masc+Sg
a	a	+Prep
Cuira	Cuira	+Prop
stattan	star	+Verb+PresInd+3P+Pl
las	il	+Art+Def+Fem+Pl
elecziuns	elecziuns	+Noun+Fem+Pl
dals	da	+Prep^=+Art+Def+Masc+Pl
gremis	gremi	+Noun+Masc+Pl
per	per	+Prep
il	il	+Art+Def+Masc+Sg
proxim	proxim	+Noun+Masc+Sg
trienni	trienni	+Noun+Masc+Sg
,	,	+CM
il	il	+Art+Def+Masc+Sg
program	program	+Noun+Masc+Sg
da	da	+Prep
lavur	lavur	+Noun+Masc+Sg
per	per	+Prep
1998	1998	+Dig+Card
ed	e	+Conj+Apo
il	il	+Art+Def+Masc+Sg
rapport	rapport	+Noun+Masc+Sg
intermediar	intermediar	+Adj+Masc+Sg
da	da	+Prep
la	il	+Art+Def+Fem+Sg
gruppa	gruppa	+Noun+Fem+Sg
incumbensada	incumbensà	+Adj+Fem+Sg
pertutgant	pertutgant	+Prep
la	il	+Art+Def+Fem+Sg
decentralisaziun	decentralisaziun	+Noun+Fem+Sg
da	da	+Prep
posts	post	+Noun+Masc+Pl
da	da	+Prep
lavur	lavur	+Noun+Fem+Sg
rumantschs	rumantsch	+Adj+Masc+Pl
.	.	+Sent

Da	*da	+Prep
la	il	+Art+Def+Fem+Sg
suprastanza	suprastanza	+Noun+Fem+Sg
sa	sai	+Pron+Refl+AccDat+Aton+3P+MF+Sg #PROBLEM
retrain	retrain	+Adj+Masc+Sg+UNKNOWN    #PROBLEM Fehler, korrekt wäre «retiran»
vicepresident	vicepresident	+Noun+Masc+Sg
Gion	Gion	+Prop
Pol	Pol	+Prop
Simeon	Simeon	+Prop
,	,	+CM
represchentant	represchentant	+Noun+Masc+Sg
da	da	+Prep
l’	il	+Art+Def+Fem+Sg+Apo
Uniun	*uniun	+Noun+Fem+Sg
Rumantscha	*rumantsch	+Adj+Masc+Sg
da	da	+Prep
Surmeir	Surmeir	+Prop
(	(	+Punc+Beg
URS	URS	+Prop+Abbr
)	)	+Punc+End
e	e	+Conj
Gion	Gion	+Prop
Kunfermann	Kunfermann	+Prop
,	,	+CM
represchentant	represchentant	+Noun+Masc+Sg
da	da	+Prep
la	il	+Art+Def+Fem+Sg
Renania	Renania	+Prop
.	.	+Sent

Las	*il	+Art+Def+Fem+Pl
duas	dus	+Num+Card+Fem
uniuns	uniun	+Noun+Fem+Pl
proponan	proponer	+Verb+PresInd+3P+Pl
da	da	+Prep
nov	nov	+Adj+Masc+Sg    #PROBLEM
Martin	Martin	+Prop
Cantieni	Cantieni	+Prop
(	(	+Punc+Beg
Renania	Renania	+Prop
)	)	+Punc+End
e	e	+Conj
Rina	Rina	+Prop
Steier	Steier	+Prop
(	(	+Punc+Beg
URS	URS	+Prop+Abbr
)	)	+Punc+End
.	.	+Sent

President	*president	+Noun+Masc+Sg
Jost	Jost	+Prop
Falett	Falett	+Prop
e	e	+Conj
las	il	+Art+Def+Fem+Pl
commembras	commembra	+Noun+Fem+Pl
da	da	+Prep
suprastanza	suprastanza	+Noun+Fem+Sg
Rita	Rita	+Prop
Killias	Killias	+Prop
(	(	+Punc+Beg
Romania	Romania	+Prop
)	)	+Punc+End
e	e	+Conj
Silvia	Silvia	+Prop
Steiner	Steiner	+Prop
(	(	+Punc+Beg
Uniun	*uniun	+Noun+Fem+Sg
dals	da	+Prep^=+Art+Def+Masc+Pl
Grischs	*grisch	+Noun+Masc+Pl   #PROBLEM auch +Prop
)	)	+Punc+End
stattan	star	+Verb+PresInd+3P+Pl
en	en	+Prep
reelecziun	reelecziun	+Noun+Fem+Sg
.	.	+Sent

Era	*era	+Adv
tar	tar	+Prep
ils	il	+Art+Def+Masc+Pl
auters	auter	+Adj+Masc+Pl
posts	post	+Noun+Masc+Pl
vegni	vegnir	+Verb+Impv+2P+Pl    #PROBLEM eher: vegnir+Verb+PresInd+3P+Sg^|+Pron+Pers+Nom+1P+MF+Sg, aber 	pron.indef.neutr.
a	a	+Prep   #PROBLEM Pluralform
dar	dar	+Verb+Inf
differentas	different	+Adj+Fem+Pl
midadas	midada	+Noun+Fem+Pl
.	.	+Sent

Program	*program	+Noun+Masc+Sg
da	da	+Prep
lavur	lavur	+Noun+Fem+Sg

Il	*il	+Art+Def+Masc+Sg
program	program	+Noun+Masc+Sg
da	da	+Prep
lavur	lavur	+Noun+Fem+Sg
è	esser	+Verb+PresInd+3P+Sg
fitg	fitg	+Adv
voluminus	voluminus	+Adj+Masc+Sg
.	.	+Sent

Blers	*bler	+Adj+Masc+Pl    #PROBLEM pron.indef?
puncts	puncts	+Noun+Masc+Pl
da	da	+Prep
la	il	+Art+Def+Fem+Sg
lavur	lavur	+Noun+Fem+Sg
dals	da	+Prep^=+Art+Def+Masc+Pl
davos	davos	+Adj+Masc+Pl    #PROBLEM
onns	onn	+Noun+Masc+Pl
sa	sai	+Pron+Refl+AccDat+Aton+3P+MF+Pl #PROBLEM
repetan	repeter	+Verb+PresInd+3P+Pl
,	,	+CM
damai	damai	+Adv    #PROBLEM conj mit che
ch’	che	+Subj+Apo
els	els	+Pron+Pers+Nom+3P+Masc+Pl
èn	esser	+Verb+PresInd+3P+Pl
pensum	pensum	+Noun+Masc+Sg
cuntinuant	cuntinuant	+Adj+Masc+Sg
da	da	+Prep
la	il	+Art+Def+Fem+Sg
LR	LR	+Prop+Abbr
.	.	+Sent
:   :   +Sent   #DONE Martin 2017-08-23
Il	*il	+Art+Def+Masc+Sg
program	program	+Noun+Masc+Sg
per	per	+Prep
1998	1998	+Dig+Card
cuntegn	cuntegnair	+Verb+PresInd+1P+Sg
dentant	dentant	+Adv
era	esser	+Verb+ImpInd+1P+Sg
in	in	+Art+Indef+Masc+Sg
grond	grond	+Adj+Masc+Sg
dumber	dumber	+Noun+Masc+Sg
da	da	+Prep
novas	nova	+Noun+Fem+Pl
lavurs	lavur	+Noun+Fem+Pl
previsas	previs	+Adj+Fem+Pl
,	,	+CM
uschia	uschia	+Interj
tranter	tranter	+Prep
auter	auter	+Adj+Masc+Sg
dad	da	+Prep+Apo
animar	animar	+Verb+Inf
inscunters	inscunter	+Noun+Masc+Pl
tranter	tranter	+Prep
las	il	+Art+Def+Fem+Pl
uniuns	uniuns	+Noun+Fem+Pl
regiunalas	regiunal	+Adj+Fem+Pl
,	,	+CM
dad	da	+Prep+Apo
animar	animar	+Verb+Inf
vischnancas	vischnanca	+Noun+Fem+Pl
al	a	+Prep^=+Art+Def+Masc+Sg
cunfin	cunfin	+Noun+Masc+Sg
linguistic	linguistic	+Adj+Masc+Sg
dad	da	+Prep+Apo
eleger	eleger	+Verb+Inf
il	il	+Art+Def+Masc+Sg
rumantsch	rumantschar	+Verb+PresInd+1P+Sg
(	(	+Punc+Beg
empè	empè	+Noun+Fem+Sg+UNKNOWN
da	da	+Prep
talian	talian	+Adj+Masc+Sg
)	)	+Punc+End
sco	sco	+Conj
segund	segund	+Adj+Masc+Sg
linguatg	linguatg	+Noun+Masc+Sg
en	en	+Prep
scola	scola	+Noun+Fem+Sg
primara	primar	+Adj+Fem+Sg
,	,	+CM
dad	da	+Prep+Apo
animar	animar	+Verb+Inf
il	il	+Art+Def+Masc+Sg
Chantun	*chantun	+Noun+Masc+Sg
da	da	+Prep
s’	sai	+Pron+Refl+AccDat+Aton+3P+MF+Sg+Apo
engaschar	engaschar	+Verb+Inf
per	per	+Prep
ch’	che	+Subj+Apo
i	i	+Pron+Pers+Nom+3P+MF+Sg
possia	pudair	+Verb+Con+1P+Sg
vegnir	vegnir	+Verb+Inf
scolà	scolar	+Verb+PastPart+Masc+Sg
avunda	avund	+Adj+Fem+Sg+UNKNOWN
scolastas	scolasta	+Noun+Fem+Pl+UNKNOWN
e	e	+Conj
scolasts	scolast	+Noun+Masc+Pl
rumantschs	rumantsch	+Adj+Masc+Pl+UNKNOWN
,	,	+CM
da	da	+Prep
pretender	pretender	+Verb+Inf
che	che	+Subj
scolaras	scolara	+Noun+Fem+Pl
e	e	+Conj
scolars	scolars	+Noun+Masc+Pl
che	che	+Subj
han	avair	+Verb+PresInd+3P+Pl
gì	avair	+Verb+PastPart+Masc+Sg
rumantsch	rumantschar	+Verb+PresInd+1P+Sg
en	en	+Prep
scola	scola	+Noun+Fem+Sg
fundamentala	fundamental	+Adj+Fem+Sg
van	ir	+Verb+PresInd+3P+Pl
ad	a	+Prep+Apo
uras	uras	+Noun+Fem+Pl
da	da	+Prep
rumantsch	rumantschar	+Verb+PresInd+1P+Sg
en	en	+Prep
las	il	+Art+Def+Fem+Pl
scolas	scola	+Noun+Fem+Pl
medias	medias	+Noun+Fem+Pl
,	,	+CM
da	da	+Prep
sustegnair	sustegnair	+Verb+Inf
il	il	+Art+Def+Masc+Sg
project	project	+Noun+Masc+Sg
La	*ella	+Pron+Pers+AccDat+Aton+3P+Fem+Sg
Quotidiana	Quotidiana	+Prop
e	e	+Conj
dad	da	+Prep+Apo
infurmar	infurmar	+Verb+Inf
sur	sur	+Adv
internet	internet	+Adj+Masc+Sg+UNKNOWN
.	.	+Sent

Sin	*sin	+Prep
fundament	fundament	+Noun+Masc+Sg
da	da	+Prep
duas	dus	+Num+Card+Fem
intervenziuns	intervenziun	+Noun+Fem+Pl
pertutgant	pertutgant	+Adj+Masc+Sg+UNKNOWN
la	il	+Art+Def+Fem+Sg
dumonda	dumonda	+Noun+Fem+Sg
da	da	+Prep
la	il	+Art+Def+Fem+Sg
decentralisaziun	decentralisaziun	+Noun+Fem+Sg
da	da	+Prep
